Oklahoma State University
ECEN 3233, Fall 2021
Digital Logic Design
Simplified Digital Encryption Standard (DES)

(Key) (Plaintext) (K1) (K2) (sbox0_K0) (sbox1_K0) (sbox0_K1) (sbox1_K1) (Ciphertext)
1010011111 11100001 11101111 11101011 0001 0011 0011 0010 11100111
0101011001 00100010 01010011 00101100 0011 0010 0011 0011 01110110
0001011011 11100111 01110011 00101010 0011 0010 0001 0001 11000001
0111000000 01110101 00010100 01000100 0000 0000 0010 0010 11111101
0101111011 10110011 01110011 00111110 0011 0011 0001 0011 10110001
1011110000 10010011 10010101 01110001 0000 0000 0010 0000 01000110
1000001100 10111010 11001000 10000001 0011 0011 0011 0011 00010101
1101100000 00000111 10010000 00010101 0010 0000 0001 0011 11100011
1000001001 01110010 11000010 00001001 0001 0010 0001 0010 10100000
1110001101 11001100 11001110 11001101 0011 0000 0011 0001 11100101
0010111011 01000011 01100111 01111010 0001 0000 0000 0000 10000100
0001110101 01101011 00011011 10111000 0010 0001 0011 0011 01011011
0101000101 01010011 00011010 10001100 0010 0010 0001 0001 10011010
1110110010 01110000 10100101 01110111 0011 0010 0010 0001 11000110
0100010111 00001000 00101011 10101110 0010 0011 0011 0000 11101011
1000100010 11011100 10100000 00010011 0010 0001 0001 0001 00110100
0011000001 11111110 00010110 01001000 0001 0010 0011 0001 00100111
0011001010 00110010 01110100 01000010 0001 0011 0000 0001 11010101
0110010011 00011010 00100111 01101110 0010 0000 0011 0001 00100110
1100100110 01001111 10101000 10010111 0011 0011 0001 0010 11001110
0011010110 10011001 00111101 11100010 0011 0000 0010 0000 11110100
0101011110 01010000 01111001 10100110 0010 0011 0001 0010 00111011
1001100110 00100101 10111000 10010011 0011 0000 0010 0001 10011011
0001010011 10100000 00110011 00101010 0010 0000 0010 0000 10001000
0011101011 10101111 01110110 01011010 0001 0011 0011 0010 01010110
1101100000 01001100 10010000 00010101 0000 0010 0010 0011 10011101
0000101000 10000101 01000000 00010000 0010 0011 0001 0010 01101100
0111000100 10000101 00011100 11000100 0010 0010 0010 0011 10101001
0001000111 01011010 00111010 10001010 0011 0000 0001 0011 10000110
0011101010 00111110 01110100 01010010 0010 0000 0011 0001 00101111
1011010100 01011010 10011101 11100001 0011 0000 0010 0000 01100010
0001101001 11110111 01010010 00011000 0001 0010 0001 0001 10000011
1110000100 10010110 10001100 11000101 0011 0011 0011 0000 00011000
0010011010 11010010 01100101 01100010 0010 0011 0011 0011 00111101
1011011000 11011011 11010101 01100001 0000 0000 0010 0001 01110010
0101000100 00101000 00011000 10000100 0001 0001 0010 0010 10011001
1000100100 01011001 10001000 10010001 0010 0001 0000 0000 01110111
1001011010 10101101 11110001 00100011 0001 0000 0011 0001 11111011
1001001111 00011111 11111010 10001011 0001 0001 0001 0000 10110100
1010000010 10001101 10100100 01000011 0011 0011 0011 0011 11011000
0110100001 01010101 00000110 01011100 0010 0011 0000 0001 01011010
0001010100 11111110 00011001 10100000 0001 0000 0011 0000 00101011
0001101001 11011000 01010010 00011000 0001 0011 0010 0011 11001111
1001111111 01000000 11111011 10111011 0010 0001 0001 0000 01010011
1100010111 10110001 10101011 10101111 0001 0001 0001 0000 00011111
0111010000 00100100 00010101 01100100 0011 0001 0001 0000 01011010
0111001101 00001110 01011110 11001100 0001 0011 0011 0010 01011000
0111100010 10111111 00110100 01010110 0001 0001 0000 0010 11011110
1010111111 01011111 11101111 11111011 0011 0000 0001 0010 10000111
1011001101 01101010 11011110 11001001 0011 0011 0010 0000 00100011
0100000100 00101100 00001000 10000100 0011 0001 0001 0000 01111010
0000100010 00000101 00100000 00010010 0001 0011 0011 0011 11111000
0001010011 10101100 00110011 00101010 0000 0011 0010 0011 10000110
1101111100 10001001 11011001 10110101 0011 0001 0011 0001 11110001
1011001011 11111100 11110110 01001011 0010 0000 0010 0011 11011101
0100101010 00011001 01100000 00010110 0011 0000 0011 0001 10110010
0111110000 11100101 00010101 01110100 0010 0000 0001 0010 01111101
1000011101 11101010 11001011 10101001 0001 0000 0010 0011 00001110
1011100011 01000010 10110110 01011011 0010 0010 0000 0001 10011110
1100110000 10000111 10000001 00110101 0000 0001 0001 0011 11100010
1100101001 11010111 11000010 00011101 0000 0010 0011 0001 00011011
0000101111 10010110 01101010 10011010 0010 0010 0010 0011 01101101
1011100110 11001001 10111100 11010011 0000 0000 0011 0000 11110110
0101100010 01111111 00110000 00010110 0001 0011 0011 0011 00000000
0010011110 11000111 01101101 11100010 0001 0011 0000 0010 10101110
0110101100 10001011 01001100 11010100 0010 0001 0010 0001 00100001
0110101101 10001100 01001110 11011100 0001 0000 0010 0011 10010111
1011011010 00100011 11110101 01100011 0001 0011 0001 0000 11010101
0011101111 01001011 01111110 11011010 0001 0000 0011 0000 01100100
0110010000 00110101 00000101 01100100 0010 0001 0010 0001 11001010
1100000001 10110110 10000010 00001101 0011 0010 0010 0010 01110001
0011110110 00010110 00111101 11110010 0010 0000 0001 0011 10100111
1010101001 00111100 11000110 01011001 0011 0000 0010 0011 11011111
1100010110 00010011 10101001 10100111 0011 0001 0011 0001 00010011
0010001111 10100111 01101110 11001010 0001 0010 0000 0010 10110111
0100110101 01110100 00001011 10111100 0011 0000 0001 0001 00001111
1110001101 01011001 11001110 11001101 0001 0000 0001 0000 00100100
0111000110 11010001 00111100 11000110 0001 0001 0010 0001 11000011
1010001111 01001000 11101110 11001011 0010 0000 0001 0011 01010110
0011010101 01000001 00011111 11101000 0010 0011 0011 0011 11111011
0010110010 11110100 00100101 01110010 0010 0010 0011 0001 10010101
0011011010 10110101 01110101 01100010 0011 0001 0010 0011 11111000
0000001110 00001110 01101000 10000010 0010 0000 0000 0011 10000111
1110000000 11000001 10000100 01000101 0010 0001 0000 0001 00010001
1111101100 00110001 11011100 11010101 0001 0001 0010 0011 11111001
1110000110 11100010 10101100 11000111 0000 0000 0011 0000 01011010
0001101111 00001011 01111010 10011010 0001 0010 0001 0011 11011000
1011001100 01001100 11011100 11000001 0001 0011 0011 0001 11101100
1001000011 11100100 10110010 00001011 0001 0001 0011 0000 11001010
0000111001 11001100 01000011 00111000 0001 0011 0010 0000 10101010
0110010101 01010010 00001111 11101100 0001 0001 0001 0010 10100001
0110100010 00010011 00100100 01010110 0001 0011 0000 0001 11011001
0010001100 00101001 01001100 11000000 0000 0000 0011 0010 11001100
0001011100 00101001 01011001 10100000 0010 0001 0011 0000 11101111
1111101111 10111111 11111110 11011111 0001 0010 0010 0010 01010111
0101001001 10001010 01010010 00001100 0001 0010 0011 0001 01111110
1010100101 00001101 10001110 11011001 0001 0001 0011 0011 11010000
0010101011 11010110 01100110 01011010 0010 0001 0011 0001 00010100
1111001111 11101110 11111110 11001111 0010 0011 0000 0000 10110000
0101111000 01110001 01010001 00110100 0010 0011 0011 0011 10110011
1110001101 10101001 11001110 11001101 0010 0001 0010 0010 10001101
0000100111 01111001 00101010 10011010 0001 0011 0001 0001 00100001
0101111001 10111100 01010011 00111100 0001 0011 0010 0011 11010110
0110100010 00010111 00100100 01010110 0001 0011 0001 0000 10011100
0000100101 11100010 00001010 10011000 0000 0011 0000 0000 10010011
0001010001 00000100 00010011 00101000 0011 0000 0001 0000 01010011
1111000010 01000001 10110100 01000111 0011 0001 0011 0000 11000111
1110100010 11101100 10100100 01010111 0001 0000 0011 0010 11001011
0001100001 00000111 00010010 00011000 0001 0011 0011 0000 01011100
0110010101 11111100 00001111 11101100 0001 0000 0001 0001 00101111
1101100001 10011011 10010010 00011101 0010 0000 0011 0000 00100100
1100001001 01110101 11000010 00001101 0010 0001 0011 0000 10011110
1010001100 00101000 11001100 11000001 0011 0011 0000 0000 00110011
0110111010 00001000 01100101 01110110 0000 0010 0010 0001 10101100
1110110110 00110111 10101101 11110111 0011 0011 0010 0010 01110110
0001100111 01111100 00111010 10011010 0010 0011 0001 0010 00010010
1001110111 10110001 10111011 10111011 0011 0001 0001 0011 00111001
0010010011 01001001 00100111 01101010 0011 0001 0001 0000 01100111
0001100110 01110010 00111000 10010010 0010 0001 0010 0000 01011011
0101010100 10101110 00011001 10100100 0000 0011 0000 0011 10000110
1010001010 01101110 11100100 01000011 0000 0001 0011 0011 01011100
0001110111 00010001 00111011 10111010 0001 0001 0011 0000 10010101
0111110000 10111001 00010101 01110100 0010 0011 0001 0001 00100001
0001100010 11011011 00110000 00010010 0001 0011 0010 0001 01101011
1100011101 10000101 11001011 10101101 0011 0000 0001 0010 01110101
0010010011 11000100 00100111 01101010 0000 0011 0001 0000 01011010
1001100010 00101011 10110000 00010011 0001 0000 0011 0011 01011000
1110110010 11001000 10100101 01110111 0001 0010 0011 0010 11001010
0011100011 01110101 00110110 01011010 0001 0011 0001 0000 00000100
1011000111 00001000 10111110 11001011 0010 0000 0011 0010 11000010
1000111000 11100101 11000001 00110001 0011 0010 0011 0010 11100101
0110010100 11010001 00001101 11100100 0010 0010 0001 0010 00111100
0111100001 00111001 00010110 01011100 0010 0001 0011 0001 10101011
0101111111 00010110 01111011 10111110 0001 0011 0011 0001 00011100
0010110101 11001011 00001111 11111000 0001 0010 0010 0000 00101110
0001111110 10011011 01111001 10110010 0000 0011 0001 0001 10101011
0100010000 00101101 00000001 00100100 0010 0000 0011 0000 11101111
1111010101 01111101 10011111 11101101 0011 0001 0000 0001 01101010
1001000101 10011111 10011010 10001001 0010 0001 0000 0010 11000100
1001111010 10110101 11110001 00110011 0011 0011 0000 0001 01010000
1110101100 00011100 11001100 11010101 0011 0010 0000 0000 01111011
1101010101 10111110 10011011 10101101 0011 0001 0010 0011 01011100
1011100000 10101011 10010100 01010001 0000 0000 0001 0011 11001010
0001001110 01101101 01111000 10000010 0011 0010 0000 0011 00000011
0000101100 00011101 01001000 10010000 0010 0001 0011 0001 10100010
1011011011 11110000 11110111 01101011 0001 0011 0001 0010 00100011
0111110000 00001111 00010101 01110100 0010 0001 0010 0011 00000010
0111011010 11111110 01110101 01100110 0010 0001 0010 0000 01111000
0111101100 10101111 01011100 11010100 0011 0001 0000 0010 10011100
0100110100 00000000 00001001 10110100 0001 0010 0011 0010 11111000
0011100100 00000011 00011100 11010000 0001 0011 0010 0000 00011101
1101011100 11011010 11011001 10100101 0001 0000 0000 0011 11000110
0111100100 01011000 00011100 11010100 0011 0010 0011 0001 10101110
0010100010 01000110 00100100 01010010 0010 0011 0000 0001 10011110
0101011110 00001110 01111001 10100110 0011 0011 0000 0010 10011010
1011011100 00111001 11011101 11100001 0010 0000 0000 0011 01001010
1111111100 11001111 11011101 11110101 0010 0000 0011 0001 01110001
0111011000 10110111 01010101 01100100 0001 0000 0011 0001 00011011
1111100101 00110110 10011110 11011101 0001 0000 0010 0000 01011001
0101111011 11011111 01110011 00111110 0000 0001 0010 0000 01110110
1000101111 01010110 11101010 10011011 0000 0010 0011 0011 00111101
0110101000 10101001 01000100 01010100 0000 0011 0010 0000 10100111
1111111000 10010111 11010101 01110101 0010 0000 0001 0000 10000101
1000011011 10111010 11100011 00101011 0010 0010 0000 0001 11100100
1000011111 01100111 11101011 10101011 0011 0010 0001 0010 11100111
0001010110 11010000 00111001 10100010 0000 0011 0001 0000 00011011
1010001101 11001111 11001110 11001001 0000 0000 0000 0001 10110011
0110101100 00101100 01001100 11010100 0001 0011 0011 0001 11110100
1110011010 01011001 11100101 01100111 0011 0011 0011 0010 10001111
0001101111 00100010 01111010 10011010 0010 0011 0010 0000 00000011
0001011100 11000001 01011001 10100000 0000 0010 0000 0011 00111010
0101001101 11010010 01011010 10001100 0011 0010 0011 0011 00101100
1001001011 11110100 11110010 00001011 0001 0000 0001 0001 00001111
0100000100 01110000 00001000 10000100 0011 0010 0001 0011 00100110
0110110110 00011100 00101101 11110110 0000 0011 0011 0001 10101100
1110001001 11111011 11000110 01001101 0010 0010 0001 0001 10110000
1011100010 00101010 10110100 01010011 0000 0001 0010 0011 00001101
0000111001 10011111 01000011 00111000 0001 0001 0010 0001 01110010
1000101011 11011110 11100010 00011011 0010 0001 0001 0000 10110000
0000110001 01111001 00000011 00111000 0000 0000 0010 0000 11111100
0000000110 01010001 00101000 10000010 0011 0010 0011 0010 10101110
1101110010 00010100 10110001 00110111 0010 0000 0011 0000 10000011
1011110000 11010001 10010101 01110001 0010 0001 0011 0011 10110001
0110010101 00010100 00001111 11101100 0011 0000 0001 0011 00110111
0110100110 01011110 00101100 11010110 0010 0001 0011 0001 00110110
0110110011 01000001 00100111 01111110 0001 0011 0011 0001 11001001
1111010010 10110100 10110101 01100111 0010 0010 0011 0011 10100101
